retailer,product_id,url,product_name,brand,brand_type,color,current_price,regular_price,on_sale,discount_pct,rise,leg_shape,fit,inseam,fabric,pct_cotton,pct_natural_fiber,stretch,closure
Walmart,17809558786,https://www.walmart.com/ip/MR-WL-RELEASE-JN-TLL/17809558786?classType=VARIANT,"Free Assembly Women's Midrise Wide Leg Release Hem Jeans, 24"" Inseam, Sizes 0-20",Free Assembly,National Brand,Authentic Light Blue Wash,13.68,28.0,true,51.1,Mid,Wide Leg,Relaxed Fit,,Cotton/Spandex,,,,Zipper
Walmart,17809558786,https://www.walmart.com/ip/MR-WL-RELEASE-JN-TLL/17809558786?classType=VARIANT,"Free Assembly Women's Midrise Wide Leg Release Hem Jeans, 24"" Inseam, Sizes 0-20",Free Assembly,National Brand,Dark Indigo Wash,11.84,28.0,true,57.7,Mid,Wide Leg,Relaxed Fit,,Cotton/Spandex,,,,Zipper
Walmart,17815923747,https://www.walmart.com/ip/Sofia-Vergara-Women-s-Plus-Melisa-Mega-Flare-Sizes-14W-26W/17815923747?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Melisa High Rise Mega Flare Jeans, 32.5"" Inseam, Sizes 0-26W",Sofia Vergara,National Brand,Dark Wash-Marquie,26.0,26.0,false,,High,Flare,,32.0,Cotton/Polyester/Viscose/Spandex,,,,Zipper
Walmart,17815923747,https://www.walmart.com/ip/Sofia-Vergara-Women-s-Plus-Melisa-Mega-Flare-Sizes-14W-26W/17815923747?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Melisa High Rise Mega Flare Jeans, 32.5"" Inseam, Sizes 0-26W",Sofia Vergara,National Brand,Medium Wash-Erasmus,26.0,26.0,false,,High,Flare,,32.0,Cotton/Polyester/Viscose/Spandex,,,,Zipper
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Black,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Black & Medium Wash,21.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Dark Wash,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Dark Wash & Light Wash,21.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Light Medium Wash,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Light Wash,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Medium wash,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,13737155863,https://www.walmart.com/ip/No-Boundaries-Women-s-Midrise-Bootcut-Jeans-32-Inseam-Sizes-00-20/13737155863?classType=VARIANT,"No Boundaries Stretch Denim Bootcut Jeans, 32"" Inseam, Women's and Plus Sizes 00-28W",No Boundaries,Owned Brand,Washed Black,14.98,14.98,false,,Mid,Bootcut,Slim,32.0,,,,,
Walmart,17799111033,https://www.walmart.com/ip/TT-WIDE-LEG-JEAN/17799111033?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Wide Leg Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Dark Wash,26.98,26.98,false,,High,Wide Leg,Modern Fit,31.0,Cotton/Elastane,,,,Zipper
Walmart,17799111033,https://www.walmart.com/ip/TT-WIDE-LEG-JEAN/17799111033?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Wide Leg Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Light Wash,26.98,26.98,false,,High,Wide Leg,Modern Fit,31.0,Cotton/Elastane,,,,Zipper
Walmart,17799111033,https://www.walmart.com/ip/TT-WIDE-LEG-JEAN/17799111033?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Wide Leg Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Medium Wash,26.98,26.98,false,,High,Wide Leg,Modern Fit,31.0,Cotton/Elastane,,,,Zipper
Walmart,17799111033,https://www.walmart.com/ip/TT-WIDE-LEG-JEAN/17799111033?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Wide Leg Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,White,26.98,26.98,false,,High,Wide Leg,Modern Fit,31.0,Cotton/Elastane,,,,Zipper
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Black Soot,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Brown Chip,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Charcoal Grey Heather,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Dark Denim,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Dark Denim1,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Dark Denim11,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Medium Denim,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Olive Oak,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,394123834,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Jeggings-Sizes-XS-3XL/394123834?classType=VARIANT&athbdg=L1103,"Time and Tru Women's High Rise Jeggings, 29"" Inseam, Sizes XS-XXL",Time and Tru,Owned Brand,Urban Khaki,3.74,14.98,true,75.0,High,Jegging,Skinny,29.0,,,,,Pull-On
Walmart,17829869450,https://www.walmart.com/ip/Sofia-Vergara-Women-s-Plus-Diana-Relaxed-Trouser-Sizes-14W-26W/17829869450?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Diana Relaxed Trousers, 30.5"" Inseam, Sizes 0-26W",Sofia Vergara,National Brand,Solstice,28.0,28.0,false,,High,Relaxed,Relaxed Fit,30.0,Cotton,,,,Zipper
Walmart,17829869450,https://www.walmart.com/ip/Sofia-Vergara-Women-s-Plus-Diana-Relaxed-Trouser-Sizes-14W-26W/17829869450?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Diana Relaxed Trousers, 30.5"" Inseam, Sizes 0-26W",Sofia Vergara,National Brand,Whisper White,28.0,28.0,false,,High,Relaxed,Relaxed Fit,30.0,Cotton,,,,Zipper
Walmart,17983374608,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Flare-Jean-31-Inseam-Sizes-0-22-0L-22L/17983374608?classType=VARIANT,"Time and Tru Women's and Women's Plus High Rise Flare Jeans, 31"" Inseam Regular, Sizes 0-22",Time and Tru,Owned Brand,BLACK,21.98,21.98,false,,High,Flare,Classic Fit,31.0,,,,,Zipper
Walmart,17983374608,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Flare-Jean-31-Inseam-Sizes-0-22-0L-22L/17983374608?classType=VARIANT,"Time and Tru Women's and Women's Plus High Rise Flare Jeans, 31"" Inseam Regular, Sizes 0-22",Time and Tru,Owned Brand,DARK WASH,21.98,21.98,false,,High,Flare,Classic Fit,31.0,,,,,Zipper
Walmart,17983374608,https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Flare-Jean-31-Inseam-Sizes-0-22-0L-22L/17983374608?classType=VARIANT,"Time and Tru Women's and Women's Plus High Rise Flare Jeans, 31"" Inseam Regular, Sizes 0-22",Time and Tru,Owned Brand,MEDIUM WASH,21.98,21.98,false,,High,Flare,Classic Fit,31.0,,,,,Zipper
Walmart,17946013082,https://www.walmart.com/ip/No-Boundaries-Side-Bow-Baggy-Jeans-Juniors/17946013082?classType=VARIANT,"No Boundaries Baggy Jeans with Side Bow, Women’s 00-18",No Boundaries,Owned Brand,LIGHT STONE WASH,13.99,19.98,true,30.0,Low,Wide Leg,Loose,,Cotton/Spandex,,,,Zipper
Walmart,15669068430,https://www.walmart.com/ip/No-Boundaries-Bow-Cargo-Jean-Women-s/15669068430?classType=VARIANT,"No Boundaries Bow Cargo Jeans, 30.5'' Inseam, Women's Sizes 00-18",No Boundaries,Owned Brand,Light Wash,19.98,19.98,false,,High,Loose,Relaxed Fit,30.0,,,,,
Walmart,15669068430,https://www.walmart.com/ip/No-Boundaries-Bow-Cargo-Jean-Women-s/15669068430?classType=VARIANT,"No Boundaries Bow Cargo Jeans, 30.5'' Inseam, Women's Sizes 00-18",No Boundaries,Owned Brand,RINSE,19.98,19.98,false,,High,Loose,Relaxed Fit,30.0,,,,,
Walmart,14972064077,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-20/14972064077?classType=VARIANT,"Levi Strauss Signature Women's Mid Rise Skinny Jeans, Tummy-Smoothing Pannel, Sizes 2-126",Levi Strauss Signature,National Brand,Horseshoe Trail,26.98,26.98,false,,Mid,Skinny,Skinny,29.0,denim,,,,Zipper
Walmart,14972064077,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-20/14972064077?classType=VARIANT,"Levi Strauss Signature Women's Mid Rise Skinny Jeans, Tummy-Smoothing Pannel, Sizes 2-126",Levi Strauss Signature,National Brand,New Black Opal,26.98,26.98,false,,Mid,Skinny,Skinny,29.0,denim,,,,Zipper
Walmart,14972064077,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-20/14972064077?classType=VARIANT,"Levi Strauss Signature Women's Mid Rise Skinny Jeans, Tummy-Smoothing Pannel, Sizes 2-126",Levi Strauss Signature,National Brand,Sundown Blue,26.98,26.98,false,,Mid,Skinny,Skinny,29.0,denim,,,,Zipper
Walmart,14972064077,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans-Inseams-27-29-31-Sizes-2-20/14972064077?classType=VARIANT,"Levi Strauss Signature Women's Mid Rise Skinny Jeans, Tummy-Smoothing Pannel, Sizes 2-126",Levi Strauss Signature,National Brand,Sunrise Peak,26.98,26.98,false,,Mid,Skinny,Skinny,29.0,denim,,,,Zipper
Walmart,17751567792,https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W/17751567792?classType=VARIANT,"Terra & Sky Women's Plus Signature High Rise Straight Leg Jeans with Control Panel, Sizes 16W-28W",Terra & Sky,Owned Brand,BRIELLE WASH,24.98,24.98,false,,High,Straight,Classic Fit,29.0,Cotton/Spandex,,,,Zipper
Walmart,17751567792,https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W/17751567792?classType=VARIANT,"Terra & Sky Women's Plus Signature High Rise Straight Leg Jeans with Control Panel, Sizes 16W-28W",Terra & Sky,Owned Brand,CHARLOTTE WASH,24.98,24.98,false,,High,Straight,Classic Fit,29.0,Cotton/Spandex,,,,Zipper
Walmart,17751567792,https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W/17751567792?classType=VARIANT,"Terra & Sky Women's Plus Signature High Rise Straight Leg Jeans with Control Panel, Sizes 16W-28W",Terra & Sky,Owned Brand,QUINN WASH,24.98,24.98,false,,High,Straight,Classic Fit,29.0,Cotton/Spandex,,,,Zipper
Walmart,17751567792,https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Straight-Leg-Jean-Available-in-Regular-and-Petite-Inseams-Sizes-16W-28W/17751567792?classType=VARIANT,"Terra & Sky Women's Plus Signature High Rise Straight Leg Jeans with Control Panel, Sizes 16W-28W",Terra & Sky,Owned Brand,VIVID WHITE,24.98,24.98,false,,High,Straight,Classic Fit,29.0,Cotton/Spandex,,,,Zipper
Walmart,15548211185,https://www.walmart.com/ip/HR-ANKLE-LNTH-SL-JN/15548211185?classType=VARIANT&athbdg=L1103,"Free Assembly Women's and Women's Plus High Rise Straight Jeans, 30"" Inseam, Sizes 0-26W",Free Assembly,National Brand,Authentic Dark Wash,6.5,12.8,true,49.2,High,Straight,Regular,30.0,,,,,
Walmart,15548211185,https://www.walmart.com/ip/HR-ANKLE-LNTH-SL-JN/15548211185?classType=VARIANT&athbdg=L1103,"Free Assembly Women's and Women's Plus High Rise Straight Jeans, 30"" Inseam, Sizes 0-26W",Free Assembly,National Brand,Dark Indigo Wash,6.5,12.8,true,49.2,High,Straight,Regular,30.0,,,,,
Walmart,15548211185,https://www.walmart.com/ip/HR-ANKLE-LNTH-SL-JN/15548211185?classType=VARIANT&athbdg=L1103,"Free Assembly Women's and Women's Plus High Rise Straight Jeans, 30"" Inseam, Sizes 0-26W",Free Assembly,National Brand,Dream Wash,6.5,12.8,true,49.2,High,Straight,Regular,30.0,,,,,
Walmart,15548211185,https://www.walmart.com/ip/HR-ANKLE-LNTH-SL-JN/15548211185?classType=VARIANT&athbdg=L1103,"Free Assembly Women's and Women's Plus High Rise Straight Jeans, 30"" Inseam, Sizes 0-26W",Free Assembly,National Brand,Washed Black,6.5,12.8,true,49.2,High,Straight,Regular,30.0,,,,,
Walmart,17263717584,https://www.walmart.com/ip/No-Boundaries-Women-s-Mid-Rise-Baggy-Jean-31-Inseam-Sizes-00-20/17263717584?classType=VARIANT&athbdg=L1600,"No Boundaries Mid-Rise Baggy Jeans, 31"" Inseam, Women's & Women's Plus Sizes 00-24W",No Boundaries,Owned Brand,BLACK WASH,16.98,16.98,false,,Mid,Baggy,Baggy,31.0,Cotton/Spandex,,,,Zipper
Walmart,17263717584,https://www.walmart.com/ip/No-Boundaries-Women-s-Mid-Rise-Baggy-Jean-31-Inseam-Sizes-00-20/17263717584?classType=VARIANT&athbdg=L1600,"No Boundaries Mid-Rise Baggy Jeans, 31"" Inseam, Women's & Women's Plus Sizes 00-24W",No Boundaries,Owned Brand,DARK WASH,16.98,16.98,false,,Mid,Baggy,Baggy,31.0,Cotton/Spandex,,,,Zipper
Walmart,17263717584,https://www.walmart.com/ip/No-Boundaries-Women-s-Mid-Rise-Baggy-Jean-31-Inseam-Sizes-00-20/17263717584?classType=VARIANT&athbdg=L1600,"No Boundaries Mid-Rise Baggy Jeans, 31"" Inseam, Women's & Women's Plus Sizes 00-24W",No Boundaries,Owned Brand,LIGHT WASH,16.98,16.98,false,,Mid,Baggy,Baggy,31.0,Cotton/Spandex,,,,Zipper
Walmart,17263717584,https://www.walmart.com/ip/No-Boundaries-Women-s-Mid-Rise-Baggy-Jean-31-Inseam-Sizes-00-20/17263717584?classType=VARIANT&athbdg=L1600,"No Boundaries Mid-Rise Baggy Jeans, 31"" Inseam, Women's & Women's Plus Sizes 00-24W",No Boundaries,Owned Brand,MEDIUM WASH,16.98,16.98,false,,Mid,Baggy,Baggy,31.0,Cotton/Spandex,,,,Zipper
Walmart,17751567571,https://www.walmart.com/ip/No-Boundaries-Lace-Waist-Baggy-Wide-Leg-Women-s/17751567571?classType=VARIANT,"No Boundaries Lace Waist Baggy Wide Leg Jeans, 31'' Inseam, Women's 00-18",No Boundaries,Owned Brand,Light Wash,17.98,17.98,false,,Mid,Wide Leg,Baggy,31.0,Cotton/Polyester/Spandex,,,,Zipper
Walmart,15478202904,https://www.walmart.com/ip/Sofia-Jeans-Women-s-Marisol-Bootcut-Curvy-High-Rise-Jeans-32-5-Inseam-Sizes-0-20/15478202904?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Marisol Bootcut Curvy Super High Rise Jeans, 30.5"", 32.5"" and 34.5"" Inseams, Sizes 0-28",Sofia Vergara,National Brand,Alvarado,30.87,24.0,false,,High,Bootcut,Classic Fit,32.0,"Cotton, Polyester, Spandex, Viscose",,,,
Walmart,15478202904,https://www.walmart.com/ip/Sofia-Jeans-Women-s-Marisol-Bootcut-Curvy-High-Rise-Jeans-32-5-Inseam-Sizes-0-20/15478202904?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Marisol Bootcut Curvy Super High Rise Jeans, 30.5"", 32.5"" and 34.5"" Inseams, Sizes 0-28",Sofia Vergara,National Brand,Destiny,10.5,24.0,false,,High,Bootcut,Classic Fit,32.0,"Cotton, Polyester, Spandex, Viscose",,,,
Walmart,15478202904,https://www.walmart.com/ip/Sofia-Jeans-Women-s-Marisol-Bootcut-Curvy-High-Rise-Jeans-32-5-Inseam-Sizes-0-20/15478202904?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Marisol Bootcut Curvy Super High Rise Jeans, 30.5"", 32.5"" and 34.5"" Inseams, Sizes 0-28",Sofia Vergara,National Brand,Ludlow,26.0,24.0,false,,High,Bootcut,Classic Fit,32.0,"Cotton, Polyester, Spandex, Viscose",,,,
Walmart,15478202904,https://www.walmart.com/ip/Sofia-Jeans-Women-s-Marisol-Bootcut-Curvy-High-Rise-Jeans-32-5-Inseam-Sizes-0-20/15478202904?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Marisol Bootcut Curvy Super High Rise Jeans, 30.5"", 32.5"" and 34.5"" Inseams, Sizes 0-28",Sofia Vergara,National Brand,Miami,24.0,24.0,false,,High,Bootcut,Classic Fit,32.0,"Cotton, Polyester, Spandex, Viscose",,,,
Walmart,15478202904,https://www.walmart.com/ip/Sofia-Jeans-Women-s-Marisol-Bootcut-Curvy-High-Rise-Jeans-32-5-Inseam-Sizes-0-20/15478202904?classType=VARIANT,"Sofia by Sofia Vergara Women's and Women's Plus Size Marisol Bootcut Curvy Super High Rise Jeans, 30.5"", 32.5"" and 34.5"" Inseams, Sizes 0-28",Sofia Vergara,National Brand,Oceana,6.0,24.0,false,,High,Bootcut,Classic Fit,32.0,"Cotton, Polyester, Spandex, Viscose",,,,
Walmart,14058604687,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Boyfriend-Jeans-Sizes-2-16/14058604687?classType=VARIANT,"Levi Strauss Signature Women's Vintage Boyfriend Jeans, Sizes 2-16",Levi Strauss Signature,National Brand,Astral Indigo,33.99,33.99,false,,Mid,Boyfriend,Modern Fit,,,,,,
Walmart,14058604687,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Boyfriend-Jeans-Sizes-2-16/14058604687?classType=VARIANT,"Levi Strauss Signature Women's Vintage Boyfriend Jeans, Sizes 2-16",Levi Strauss Signature,National Brand,Cool Eclipse,33.99,33.99,false,,Mid,Boyfriend,Modern Fit,,,,,,
Walmart,14058604687,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-Boyfriend-Jeans-Sizes-2-16/14058604687?classType=VARIANT,"Levi Strauss Signature Women's Vintage Boyfriend Jeans, Sizes 2-16",Levi Strauss Signature,National Brand,White Dove,33.99,33.99,false,,Mid,Boyfriend,Modern Fit,,,,,,
Walmart,17859374800,https://www.walmart.com/ip/706-TT-PATCH-POCKE/17859374800?classType=VARIANT,"Time and Tru Women's Patch Pocket Flare Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Dark Wash,29.98,29.98,false,,High,Flare,Regular,31.0,Cotton/Elastane,,,,Snap
Walmart,17859374800,https://www.walmart.com/ip/706-TT-PATCH-POCKE/17859374800?classType=VARIANT,"Time and Tru Women's Patch Pocket Flare Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Light Wash,29.98,29.98,false,,High,Flare,Regular,31.0,Cotton/Elastane,,,,Snap
Walmart,17859374800,https://www.walmart.com/ip/706-TT-PATCH-POCKE/17859374800?classType=VARIANT,"Time and Tru Women's Patch Pocket Flare Jeans, 31"" Inseam, Sizes 0-22, 0L-22L",Time and Tru,Owned Brand,Medium Wash,29.98,29.98,false,,High,Flare,Regular,31.0,Cotton/Elastane,,,,Snap
Walmart,16452359608,https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=VARIANT,"Free Assembly Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18",Free Assembly,National Brand,Authentic Dark Wash,19.99,26.0,true,23.1,Mid,Wide Leg,Regular,27.0,Cotton/Spandex,,,,Zipper
Walmart,16452359608,https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=VARIANT,"Free Assembly Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18",Free Assembly,National Brand,Dark Indigo Wash,19.99,26.0,true,23.1,Mid,Wide Leg,Regular,27.0,Cotton/Spandex,,,,Zipper
Walmart,16452359608,https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=VARIANT,"Free Assembly Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18",Free Assembly,National Brand,Dream Wash,19.99,26.0,true,23.1,Mid,Wide Leg,Regular,27.0,Cotton/Spandex,,,,Zipper
Walmart,16452359608,https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=VARIANT,"Free Assembly Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18",Free Assembly,National Brand,Washed Black,19.99,26.0,true,23.1,Mid,Wide Leg,Regular,27.0,Cotton/Spandex,,,,Zipper
Walmart,16509969638,https://www.walmart.com/ip/TS-EMB-STR-JEGGING/16509969638?classType=VARIANT&athbdg=L1400,"Terra & Sky Women's Plus High Rise Side Seam Embellished Straight Leg Jegging, 29"" Inseam, Sizes 0X-5X",Terra & Sky,Owned Brand,Black,13.78,27.98,true,50.8,High,Jegging,Classic Fit,29.0,Denim,,,,Pull-On
Walmart,18027011602,https://www.walmart.com/ip/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22/18027011602?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Mid Rise Boyfriend Jeans, 26"" Inseam, Sizes 0-22",Time and Tru,Owned Brand,DARK WASH,21.98,21.98,false,,Mid,Straight,Relaxed Fit,26.0,,,,,Zipper
Walmart,18027011602,https://www.walmart.com/ip/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22/18027011602?classType=VARIANT&athbdg=L1103,"Time and Tru Women's Mid Rise Boyfriend Jeans, 26"" Inseam, Sizes 0-22",Time and Tru,Owned Brand,MEDIUM WASH,21.98,21.98,false,,Mid,Straight,Relaxed Fit,26.0,,,,,Zipper
Walmart,290461832,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/290461832?classType=VARIANT,"Levi Strauss Signature Women's and Women's Plus Mid Rise Capri Jeans, Sizes 2-28",Levi Strauss Signature,National Brand,Blue Mercury,26.98,26.98,false,,Mid,,Modern Fit,24.0,,,,,
Walmart,290461832,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/290461832?classType=VARIANT,"Levi Strauss Signature Women's and Women's Plus Mid Rise Capri Jeans, Sizes 2-28",Levi Strauss Signature,National Brand,New Black Opal,26.98,26.98,false,,Mid,,Modern Fit,24.0,,,,,
Walmart,290461832,https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/290461832?classType=VARIANT,"Levi Strauss Signature Women's and Women's Plus Mid Rise Capri Jeans, Sizes 2-28",Levi Strauss Signature,National Brand,Sapphire Nebula,26.98,26.98,false,,Mid,,Modern Fit,24.0,,,,,
